mom,chi,EI,eps_sup,eps_inf,hor_0,mom_0,VR,sig_c_max,sig_c_min,sig_s_max,sig_s_min
-2045.7400513642835,-0.012406398561974036,164893.94896876317,0.021564735844706823,-0.003248061279241247,4.689582056016661e-13,0.0,,,,,
-2025.1798498430344,-0.009682249175476974,209164.19451095862,0.016743491661955538,-0.0026210066889984104,0.0,-2.2737367544323206e-13,,,,,
-2004.6196483217855,-0.008343784012664092,240253.06087492182,0.014358952744523281,-0.002328615280804902,7.105427357601002e-13,0.0,,,,,
-1984.0594468005363,-0.00717637207299945,276471.09523005475,0.012271800364426757,-0.0020809437815721425,2.4158453015843406e-13,-2.2737367544323206e-13,,,,,
-1963.4992452792872,-0.006450842736573908,304378.71848076035,0.010981994522969904,-0.0019196909501779118,2.4158453015843406e-13,2.2737367544323206e-13,,,,,
-1942.9390437580382,-0.005851955777239836,332015.3326029499,0.009919541129413404,-0.0017843704250662669,-2.0023094293719623e-11,5.229594535194337e-12,,,,,
-1922.378842236789,-0.005280220344611477,364071.7085222775,0.008904381522720701,-0.0016560591665022526,3.0269120543380268e-12,2.5011104298755527e-12,,,,,
-1901.81864071554,-0.004873927259131893,390202.50808057346,0.008187409261803813,-0.0015604452564599738,-1.3926637620897964e-12,-1.8189894035458565e-12,,,,,
-1881.258439194291,-0.0045413521942091915,414250.7250578666,0.007603009136333241,-0.0014796952520851417,3.737454790098127e-12,2.0463630789890885e-12,,,,,
-1860.6982376730418,-0.004215775700245649,441365.56827836466,0.007030628665697064,-0.0014009227347942354,-7.673861546209082e-12,-3.637978807091713e-12,,,,,
-1840.1380361517927,-0.0039388979376841025,467170.7836211954,0.006545383235210812,-0.0013324126401573937,0.0,2.2737367544323206e-13,,,,,
-1819.5778346305437,-0.003734912690733863,487180.82196267345,0.0061908625689901155,-0.0012789628124776102,-2.2737367544323206e-13,-2.2737367544323206e-13,,,,,
-1799.0176331092946,-0.003533126110104952,509185.7966699792,0.005839996270677685,-0.0012262559495322197,0.0,-2.2737367544323206e-13,,,,,
-1778.4574315880454,-0.0033335937940111265,533495.5430931875,0.005492936467083684,-0.0011742511209385696,7.105427357601002e-13,-6.821210263296962e-13,,,,,
-1757.8972300667965,-0.0031874722796313136,551501.9664014545,0.005241137818290497,-0.0011338067409721302,2.4158453015843406e-13,-4.547473508864641e-13,,,,,
-1737.3370285455474,-0.003054708983993037,568740.602672581,0.005013042183777921,-0.001096375784208152,9.379164112033322e-13,1.8189894035458565e-12,,,,,
-1716.7768270242982,-0.0029227731160314085,587379.4368806044,0.004786275864977366,-0.0010592703670854512,0.0,-1.1368683772161603e-12,,,,,
-1696.2166255030493,-0.002791678985998551,607597.3039917167,0.00456088305645364,-0.0010224749155434622,2.4158453015843406e-13,2.2737367544323206e-13,,,,,
-1675.6564239818001,-0.002697711189816123,621140.0354149895,0.004401314760364283,-0.0009941076192679632,7.105427357601002e-13,0.0,,,,,
-1655.096222460551,-0.0026064978473035096,634988.5246108265,0.004246535214934436,-0.0009664604796725832,2.4158453015843406e-13,2.2737367544323206e-13,,,,,
-1634.536020939302,-0.0025156308530740034,649751.9375475787,0.004092274893672551,-0.0009389868124754558,0.0,0.0,,,,,
-1613.9758194180529,-0.002425112104551893,665526.272533401,0.003938544416641483,-0.0009116797924623029,-9.237055564881302e-13,-6.821210263296962e-13,,,,,
-1593.4156178968037,-0.0023535928330199094,677014.1358105184,0.0038182753046536165,-0.0008889103613862025,-9.237055564881302e-13,-6.821210263296962e-13,,,,,
-1572.8554163755548,-0.0022883146303821567,687342.2891645291,0.0037089526831336848,-0.0008676765776306289,-2.0889956431346945e-12,-1.1368683772161603e-12,,,,,
-1552.2952148543056,-0.0022231993931245758,698225.8180057553,0.0035998503158387652,-0.0008465484704103865,-2.5579538487363607e-12,-6.821210263296962e-13,,,,,
-1531.7350133330565,-0.0021582464953731322,709712.7305045107,0.003490969991568642,-0.0008255229991776222,-6.963318810448982e-13,0.0,,,,,
-1511.1748118118076,-0.002097437435807777,720486.240024516,0.003389302299463233,-0.000805572572152321,1.0516032489249483e-12,6.821210263296962e-13,,,,,
-1490.6146102905586,-0.002049176618185909,727421.2466908621,0.0033096040165901783,-0.0007887492197816395,-3.410605131648481e-13,-6.821210263296962e-13,,,,,
-1470.0544087693092,-0.0020010015956879994,734659.2885968509,0.0032300072993412428,-0.0007719958920347557,4.689582056016661e-13,4.547473508864641e-13,,,,,
-1449.4942072480603,-0.0019529116400778348,742222.1146627452,0.0031505120403756905,-0.0007553112397799792,-3.410605131648481e-13,-2.2737367544323206e-13,,,,,
-1428.9340057268114,-0.0019049060801768266,750133.5738264681,0.0030711182540435595,-0.0007386939063100939,-1.2789769243681803e-12,-9.094947017729282e-13,,,,,
-1408.373804205562,-0.0018614045663539398,756618.8617256054,0.0029995402376713784,-0.0007232688950365012,-3.410605131648481e-13,-2.2737367544323206e-13,,,,,
-1387.813602684313,-0.0018248030195814106,760527.8968700205,0.002939965632544924,-0.000709640406617897,-5.826450433232822e-13,0.0,,,,,
-1367.2534011630642,-0.001788250764463587,764575.8795876666,0.0028804416421196704,-0.0006960598868075034,1.2789769243681803e-13,4.547473508864641e-13,,,,,
-1346.6931996418148,-0.001751747349479409,768771.3642278552,0.002820967969234024,-0.0006825267297247941,2.4158453015843406e-13,0.0,,,,,
