mom,chi,EI,eps_sup,eps_inf,hor_0,mom_0,VR,sig_c_max,sig_c_min,sig_s_max,sig_s_min
-2008.4360322144692,-0.012975431737569152,154787.6072901089,0.022636385680604828,-0.003314477794533476,-2.3447910280083306e-13,0.0,,,,,
-1988.2507454585448,-0.009861002013238765,201627.65840522532,0.017108795553463448,-0.002613208473014082,-3.0269120543380268e-12,-2.0463630789890885e-12,,,,,
-1968.0654587026206,-0.008547092929021243,230261.38536766684,0.014763758156047812,-0.0023304277019946724,1.3997691894473974e-12,6.821210263296962e-13,,,,,
-1947.8801719466962,-0.00738853809868427,263635.39660079294,0.012688663918180345,-0.0020884122791881947,-1.3926637620897964e-12,-9.094947017729282e-13,,,,,
-1927.6948851907719,-0.006553943510559284,294127.4794457713,0.011197418537643729,-0.0019104684834748379,0.0,-2.2737367544323206e-13,,,,,
-1907.5095984348477,-0.005964377028736965,319817.07213415176,0.010149742978022734,-0.0017790110794511965,0.0,0.0,,,,,
-1887.3243116789233,-0.005399379349165136,349544.6771990091,0.009144786878379373,-0.0016539718199508997,-4.618527782440651e-13,-2.2737367544323206e-13,,,,,
-1867.139024922999,-0.004935259341516758,378326.4253645421,0.008321509683585401,-0.0015490089994481138,-2.5579538487363607e-12,-1.3642420526593924e-12,,,,,
-1846.9537381670748,-0.004608372947450574,400782.1761016194,0.007746189477561662,-0.0014705564173394872,2.3447910280083306e-13,2.2737367544323206e-13,,,,,
-1826.7684514111504,-0.004287836349508119,426035.0215139878,0.007181745904124584,-0.001393926794891654,-3.26139115713886e-12,-3.183231456205249e-12,,,,,
-1806.583164655226,-0.003977775144263165,454169.2526941147,0.006635751457061211,-0.0013197988314651188,0.0,-2.2737367544323206e-13,,,,,
-1786.3978778993019,-0.0037775851572866156,472894.13832366007,0.006287317892909753,-0.0012678524216634783,-7.680966973566683e-12,-4.092726157978177e-12,,,,,
-1766.2125911433775,-0.003579381872777681,493440.67046212,0.005942162427086384,-0.001216601318468978,-4.618527782440651e-13,4.547473508864641e-13,,,,,
-1746.0273043874531,-0.0033832057694989253,516086.6418852351,0.005600405156412866,-0.0011660063825849841,1.1652900866465643e-12,4.547473508864641e-13,,,,,
