mom,chi,EI,eps_sup,eps_inf,hor_0,mom_0,VR,sig_c_max,sig_c_min,sig_s_max,sig_s_min
-4580.6593717422365,-0.008798531685645155,520616.34093056724,0.02291898407719358,-0.0034766109797418837,-9.308109838457312e-13,0.0,,,,,
-4534.622594136787,-0.006404778530549829,708006.1507993321,0.016601277911061686,-0.0026130576805877986,9.308109838457312e-13,1.8189894035458565e-12,,,,,
-4488.5858165313375,-0.0055087969350137884,814803.2809127503,0.014208892555830882,-0.0023174982492104833,9.308109838457312e-13,0.0,,,,,
-4442.5490389258875,-0.004819219825177713,921839.8828200506,0.012365317553900594,-0.0020923419216325435,-4.618527782440651e-13,0.0,,,,,
-4396.5122613204385,-0.004309060273386611,1020294.9094200291,0.011004966602504088,-0.001922214217655744,3.26139115713886e-12,2.7284841053187847e-12,,,,,
-4350.4754837149885,-0.0038885031167456376,1118804.6796156317,0.00988504499223128,-0.001780464358005632,-4.618527782440651e-13,0.0,,,,,
-4304.4387061095385,-0.0035572476531150177,1210047.5215269926,0.009006129430009497,-0.0016656135293355555,1.3997691894473974e-12,9.094947017729282e-13,,,,,
-4258.4019285040895,-0.003270302158918162,1302143.2643131658,0.008246051348711224,-0.0015648551280432617,1.3997691894473974e-12,9.094947017729282e-13,,,,,
-4212.3651508986395,-0.0030412439387993736,1385079.6699200666,0.00764203800997753,-0.0014816938064205899,5.5919713304319885e-12,7.275957614183426e-12,,,,,
-4166.32837329319,-0.0028305091736458613,1471936.0078691128,0.007086883116255565,-0.0014046444046820188,0.0,0.0,,,,,
-4120.2915956877405,-0.002665505562685532,1545782.403671479,0.00665477992235727,-0.0013417367656993263,-9.308109838457312e-13,-1.8189894035458565e-12,,,,,
-4074.254818082291,-0.0025028650037793535,1627836.4242298813,0.0062286729932137675,-0.0012799220181242933,1.1652900866465643e-12,-2.2737367544323206e-12,,,,,
-4028.2180404768415,-0.002379335175154525,1693001.508379428,0.0059074970460763244,-0.0012305084793872514,-4.618527782440651e-13,-4.547473508864641e-13,,,,,
-3982.181262871392,-0.0022578815348007187,1763680.3355242729,0.005591651549669107,-0.00118199305473305,2.3447910280083306e-13,4.547473508864641e-13,,,,,
-3936.1444852659424,-0.002153435965952064,1827843.7564433073,0.00532117619645319,-0.0011391317014030017,1.8616219676914625e-12,9.094947017729282e-13,,,,,
-3890.1077076604925,-0.0020605878065497202,1887863.1113391612,0.005081595172473443,-0.0011001682471757175,1.6342482922482304e-12,1.8189894035458565e-12,,,,,
-3844.070930055043,-0.0019699334827536033,1951370.9288710305,0.004847713690548191,-0.0010620867577126195,-9.308109838457312e-13,1.3642420526593924e-12,,,,,
-3798.0341524495934,-0.0018975144792589408,2001583.7528327508,0.0046623646004239835,-0.0010301788373528384,2.3447910280083306e-13,0.0,,,,,
-3751.997374844144,-0.0018254380481384457,2055395.6233520906,0.004477803341107775,-0.0009985108033075624,2.7924329515371937e-12,-1.8189894035458565e-12,,,,,
-3705.9605972386944,-0.0017599111378257548,2105765.750091874,0.004310543314618707,-0.000969190098858558,-2.3447910280083306e-13,-4.547473508864641e-13,,,,,
-3659.9238196332444,-0.0017026320658645284,2149568.243785472,0.004165110773018802,-0.0009427854245747829,-5.350386800273554e-12,9.094947017729282e-13,,,,,
-3613.8870420277954,-0.0016455538678244142,2196152.3792628637,0.00402011790142336,-0.0009165437020498832,-3.0269120543380268e-12,-9.094947017729282e-13,,,,,
-3567.8502644223454,-0.0015956510126167575,2235984.0818646913,0.0038940442079092082,-0.0008929088299410644,2.3447910280083306e-13,-4.547473508864641e-13,,,,,
-3521.813486816896,-0.0015495701184886452,2272768.0695416704,0.0037780160923163086,-0.0008706942631496267,4.689582056016661e-13,0.0,,,,,
-3475.7767092114464,-0.0015036126987404922,2311617.022204552,0.0036622413190309064,-0.0008485967771905699,7.034373084024992e-13,-9.094947017729282e-13,,,,,
-3429.7399316059964,-0.0014637283650061625,2343153.288275285,0.0035624242438928575,-0.0008287608511256302,4.888534022029489e-12,-2.2737367544323206e-12,,,,,
-3383.7031540005473,-0.0014261156495119262,2372670.9367214264,0.003468540383904632,-0.000809806564631146,3.26139115713886e-12,9.094947017729282e-13,,,,,
-3337.6663763950974,-0.001388582484620736,2403650.0628241147,0.0033748074483420996,-0.0007909400055201087,7.034373084024992e-13,-1.3642420526593924e-12,,,,,
-3291.629598789648,-0.0013553233724089904,2428667.3319438235,0.0032922562157489837,-0.000773713901477988,9.308109838457312e-13,-2.2737367544323206e-12,,,,,
-3245.5928211841983,-0.0013242330760525603,2450922.635808998,0.003215357622551298,-0.000757341605606383,-3.723243935382925e-12,1.3642420526593924e-12,,,,,
-3199.556043578749,-0.0012931962621271133,2474145.755970529,0.0031385516097098376,-0.0007410371766715027,-2.3447910280083306e-13,-4.547473508864641e-13,,,,,
-3153.5192659732993,-0.0012644635786850061,2493958.1646573315,0.0030677357510314244,-0.0007256549850235939,-3.723243935382925e-12,2.7284841053187847e-12,,,,,
-3107.4824883678493,-0.001238476654088215,2509116.726673886,0.0030040723844596755,-0.0007113575778049697,0.0,0.0,,,,,
-3061.4457107624003,-0.001212527263798487,2524846.906264031,0.002940468359621798,-0.0006971134317736632,-3.0269120543380268e-12,1.3642420526593924e-12,,,,,
-3015.4089331569503,-0.001186997756476461,2540366.1605124087,0.0028779223122661988,-0.0006830709571631849,-9.308109838457312e-13,-4.547473508864641e-13,,,,,
-2969.372155551501,-0.0011650588796250068,2548688.4890377745,0.0028247146944264446,-0.0006704619444485761,-2.3447910280083306e-13,-4.547473508864641e-13,,,,,
-2923.3353779460513,-0.0011431472260524055,2557269.3624434657,0.0027715465150957154,-0.0006578951630615006,2.0961010704922955e-12,4.547473508864641e-13,,,,,
-2877.2986003406013,-0.0011212625480451373,2566123.880046668,0.002718417453255455,-0.0006453701908799565,-4.618527782440651e-13,1.3642420526593924e-12,,,,,
-2831.2618227351522,-0.0011012304337132065,2570998.5267919847,0.0026700670254157528,-0.0006336242757238671,-4.618527782440651e-13,-9.094947017729282e-13,,,,,
-2785.2250451297023,-0.001082234806124192,2573586.646232928,0.0026243327031090003,-0.0006223717152635756,-1.3926637620897964e-12,4.547473508864641e-13,,,,,
-2739.1882675242528,-0.0010629431128172174,2576984.8211954883,0.0025777410390553446,-0.0006110882993963076,-9.308109838457312e-13,-1.3642420526593924e-12,,,,,
-2693.1514899188032,-0.0010433367647678805,2581286.8681168063,0.0025302402501186966,-0.0005997700441849452,2.3447910280083306e-13,-4.547473508864641e-13,,,,,
-2647.1147123133537,-0.001023395250964907,2586600.543453299,0.002481773318338576,-0.0005884124345561452,-2.3447910280083306e-13,0.0,,,,,
-2601.077934707904,-0.0010030958695541178,2593050.189573704,0.002432277274852711,-0.0005770103338096422,1.3997691894473974e-12,-4.547473508864641e-13,,,,,
-2555.0411571024542,-0.000982413387133968,2600780.069331479,0.0023816822987745663,-0.0005655578626273378,-1.1652900866465643e-12,4.547473508864641e-13,,,,,
-2509.0043794970047,-0.0009613196392367204,2609958.516492114,0.0023299106635473856,-0.0005540482541627758,0.0,0.0,,,,,
-2462.967601891555,-0.0009397830472635061,2620783.178695671,0.0022768754692390433,-0.000542473672551475,-2.3447910280083306e-13,-4.547473508864641e-13,,,,,
-2416.9308242861057,-0.0009177680325640614,2633487.698992611,0.0022224791084488,-0.0005308249892433839,0.0,0.0,,,,,
-2370.894046680656,-0.0008952343006399709,2648350.320118196,0.0021666114054222983,-0.0005190914964976142,7.034373084024992e-13,1.3642420526593924e-12,,,,,
-2324.8572690752067,-0.0008721359605571836,2665705.089823288,0.0021091473351406128,-0.000507260546530938,0.0,4.547473508864641e-13,,,,,
-2278.8204914697567,-0.0008484204338263496,2685956.6326005934,0.002049944213873686,-0.000495317087605363,2.3305801732931286e-12,-4.547473508864641e-13,,,,,
-2232.783713864307,-0.0008240270922673908,2709599.884295776,0.0019888382146916214,-0.00048324306211055103,-1.9753088054130785e-12,1.8189894035458565e-12,,,,,
-2186.7469362588577,-0.000798885545537862,2737246.8415192026,0.0019256400166688795,-0.00047101661994470635,3.481659405224491e-13,0.0,,,,,
-2140.710158653408,-0.0007729134743651831,2769663.396555012,0.0018601293477103359,-0.00045861107538521325,-1.1368683772161603e-13,4.547473508864641e-13,,,,,
